date,avg_temp,min_temp,max_temp,precipitation
"December, 1921",32.4,25.2,39.5,2.2
"November, 1921",43.8,37.7,49.9,4.07
"October, 1921",55.4,45.5,65.2,0.8
"September, 1921",70.7,61.8,79.6,2.2
"August, 1921",70.5,61.8,79.2,4.13
"July, 1921",76.7,68.3,85,2.77
"June, 1921",70.5,60.1,80.9,3.22
"May, 1921",60.1,50.3,69.9,4.19
"April, 1921",55.4,45.5,65.4,3.51
"March, 1921",47.8,37.9,57.7,2.87
"February, 1921",33.2,26.6,39.8,4.34
"January, 1921",33.1,25,41.2,2.85
"December, 1920",36.9,31.4,42.3,5.39
"November, 1920",43.1,37.5,48.7,4
"October, 1920",60.4,50.6,70.2,1.54
"September, 1920",67.3,58.6,76,4.7
"August, 1920",73,65.6,80.3,4.68
"July, 1920",72.2,63,81.4,6.6
"June, 1920",68.4,58.9,77.8,5.35
"May, 1920",57.2,47.9,66.6,3.39
"April, 1920",46.8,38.3,55.3,4.86
"March, 1920",39.2,30.1,48.4,4.09
"February, 1920",27.5,20.5,34.5,5.25
"January, 1920",23.3,16,30.6,2.41
"December, 1919",29.4,22.5,36.2,2.64
"November, 1919",43.8,36.8,50.8,3.74
"October, 1919",59.2,51.3,67.2,3.72
"September, 1919",66,57.2,74.7,4.6
"August, 1919",70.1,62.4,77.8,6.07
"July, 1919",74,66.1,81.9,7.59
"June, 1919",69.7,60.2,79.1,2.85
"May, 1919",60.5,51.3,69.7,4.65
"April, 1919",48.1,39.4,56.8,2.79
"March, 1919",42.3,34.1,50.6,6.23
"February, 1919",33.4,27.2,39.7,3.62
"January, 1919",34.2,27.5,40.8,3.39
"December, 1918",37.9,31.5,44.4,3.58
"November, 1918",44.4,38,50.8,2.28
"October, 1918",57.5,48.4,66.6,0.89
"September, 1918",62.5,53.9,71,2.97
"August, 1918",74.9,65.8,84,2.19
"July, 1918",73,63.6,82.3,4.24
"June, 1918",66.2,57.2,75.2,3.93
"May, 1918",63.5,53.8,73.2,4.14
"April, 1918",48.6,39.7,57.4,4.04
"March, 1918",40.9,30.9,50.8,1.73
"February, 1918",28.7,19.2,38.2,2.7
"January, 1918",20.2,13.6,26.8,3.61
"December, 1917",24.3,17.4,31.2,3.84
"November, 1917",40,31.9,48,0.84
"October, 1917",51.3,42.5,60,6.64
"September, 1917",62.3,53.4,71.2,2.45
"August, 1917",75,66.5,83.4,1.76
"July, 1917",74.4,66.8,82.1,4.44
"June, 1917",68.5,60,77,3.77
"May, 1917",52.8,45,60.5,3.91
"April, 1917",46.8,38.2,55.4,2.57
"March, 1917",37.4,30.7,44,4.62
"February, 1917",27.2,18.8,35.6,2.11
"January, 1917",31.3,24.2,38.4,2.99
"December, 1916",32.7,27.2,38.2,4.27
"November, 1916",43.6,35.7,51.6,1.99
"October, 1916",56.1,46.3,66,1.21
"September, 1916",66.1,56.4,75.7,3.01
"August, 1916",74.2,65,83.4,0.89
"July, 1916",74.4,66.8,82,5.01
"June, 1916",64.4,56.6,72.2,4.91
"May, 1916",59.6,51.2,68,4.28
"April, 1916",47,39.5,54.5,3.61
"March, 1916",30.7,23.7,37.7,3.9
"February, 1916",26.7,19.2,34.2,4.89
"January, 1916",34.6,26.3,42.8,1.23
"December, 1915",32.3,26.8,37.7,4.84
"November, 1915",44.4,36.6,52.2,1.59
"October, 1915",56.3,48.2,64.4,2.6
"September, 1915",68.8,60,77.6,2.31
"August, 1915",70.8,63,78.6,7.77
"July, 1915",72.7,64,81.3,4.06
"June, 1915",66.6,57.8,75.5,3.24
"May, 1915",57.4,48.7,66,3.39
"April, 1915",53.1,42.9,63.3,2.77
"March, 1915",35.7,27.6,43.8,1.18
"February, 1915",35.1,28,42.2,5.87
"January, 1915",33.2,26.8,39.6,6.99
"December, 1914",31.2,25.6,36.8,4.8
"November, 1914",43.1,34.8,51.4,3.04
"October, 1914",58.7,50.2,67.2,2.21
"September, 1914",65.6,54.7,76.5,0.26
"August, 1914",73.6,65.2,82,2.45
"July, 1914",71.1,63.3,78.9,5.98
"June, 1914",67.9,58.6,77.1,2.36
"May, 1914",62.9,52.1,73.7,2.72
"April, 1914",46.4,38.4,54.5,3.64
"March, 1914",35,27.8,42.2,4.23
"February, 1914",24.7,16.7,32.7,3.09
"January, 1914",30.6,23.4,37.8,4.84
"December, 1913",38.1,31.3,44.9,3.27
"November, 1913",46,38.8,53.2,2.39
"October, 1913",58.3,52.2,64.4,10.8
"September, 1913",63.7,55.9,71.4,4.49
"August, 1913",72.2,63.7,80.8,3.4
"July, 1913",74.3,64.5,84,2.53
"June, 1913",68.8,58.6,78.8,1.61
"May, 1913",59.3,50,68.5,2.93
"April, 1913",50.8,42.9,58.6,6.15
"March, 1913",44,34.8,53.2,6.1
"February, 1913",29.6,21.4,37.9,2.7
"January, 1913",39.8,31.8,47.8,3.5
"December, 1912",37.7,30.9,44.4,4.87
"November, 1912",45.9,38.6,53.1,3.62
"October, 1912",57.8,48.6,67.1,3.86
"September, 1912",65.4,58,72.9,3.98
"August, 1912",70.3,61.6,79.1,3.12
"July, 1912",74,64.9,83.1,3.49
"June, 1912",68.2,58.6,77.8,1.56
"May, 1912",60.9,51.7,70.2,4.87
"April, 1912",49,40.2,57.9,3.29
"March, 1912",35.9,28.1,43.7,8.14
"February, 1912",27.4,19.6,35.2,2.87
"January, 1912",22.3,14.7,29.9,2.31
"December, 1911",38.2,31.6,44.8,3.42
"November, 1911",40.8,33.4,48.2,5.13
"October, 1911",54.2,47.3,61.1,6.05
"September, 1911",66.6,58.8,74.5,1.95
"August, 1911",72,63.5,80.5,7.69
"July, 1911",76.2,66.9,85.4,2.5
"June, 1911",68.6,59.7,77.6,5.28
"May, 1911",63.4,53.5,73.4,1.2
"April, 1911",46.4,37.5,55.1,3.51
"March, 1911",37,28.7,45.3,3.55
"February, 1911",30.5,23.8,37.2,3.14
"January, 1911",33,26.2,39.8,2.82
"December, 1910",27.2,20.4,33.9,2.1
"November, 1910",40.3,34.1,46.4,4.3
"October, 1910",57.4,48.4,66.3,2.65
"September, 1910",67.5,59.5,75.4,1.57
"August, 1910",70.9,62.8,79,1.72
"July, 1910",76.1,66.4,85.7,0.93
"June, 1910",67,58.6,75.4,5.03
"May, 1910",59.8,50.7,68.8,2.18
"April, 1910",52.4,43.3,61.5,5.43
"March, 1910",43.4,33.7,53.2,1.18
"February, 1910",30.2,22.4,38.1,3.37
"January, 1910",30,22.6,37.5,5.34
"December, 1909",30.6,24.6,36.6,4.53
"November, 1909",46.4,39.3,53.6,1.44
"October, 1909",52.3,43.7,60.9,0.84
"September, 1909",64.9,56.7,73.1,2.98
"August, 1909",71,62,79.9,6.55
"July, 1909",72.5,62.4,82.5,2.2
"June, 1909",70.2,61.3,79.1,3
"May, 1909",59.4,50.4,68.4,1.63
"April, 1909",48.6,39.2,57.8,6.34
"March, 1909",37.5,29.5,45.4,3.39
"February, 1909",36,28.3,43.7,4.62
"January, 1909",32,24.8,39.3,2.98
"December, 1908",34.4,27.9,40.8,3.08
"November, 1908",42.8,35.7,49.8,0.72
"October, 1908",57.8,49.3,66.4,1.51
"September, 1908",66.7,58.4,75.1,1.43
"August, 1908",72,64,80.2,5.24
"July, 1908",76.6,67.8,85.4,3.59
"June, 1908",70.8,60.1,81.4,1.59
"May, 1908",61,52.4,69.7,7.98
"April, 1908",50,40,60,2.25
"March, 1908",39.8,31.3,48.2,2.37
"February, 1908",26.7,18,35.4,5.12
"January, 1908",31,23.3,38.7,3.55
"December, 1907",36.3,30.2,42.4,4.14
"November, 1907",43,36.8,49.1,4.59
"October, 1907",50.5,41.4,59.6,4.23
"September, 1907",66.9,59.7,74.2,7.31
"August, 1907",71.1,62.3,79.8,2.53
"July, 1907",74.3,65.4,83.1,1.16
"June, 1907",65.4,56.6,74.1,2.98
"May, 1907",54.6,45.5,63.6,4.39
"April, 1907",44.6,35.9,53.2,3.68
"March, 1907",39.7,31.2,48.2,3.25
"February, 1907",23,14.4,31.6,2.57
"January, 1907",31.8,24.3,39.3,3.42
"December, 1906",32.8,26,39.6,3.7
"November, 1906",43.2,36.5,49.8,1.15
"October, 1906",55.2,47.9,62.4,3.7
"September, 1906",68.3,59.9,76.8,2.18
"August, 1906",74.8,68,81.5,2.19
"July, 1906",74.2,66.4,82,4.21
"June, 1906",70.9,62,79.8,2.17
"May, 1906",60.5,50.7,70.3,4.72
"April, 1906",50.5,40.2,60.8,4.78
"March, 1906",32.9,26.6,39.2,5.14
"February, 1906",30.6,21.6,39.7,2.47
"January, 1906",36.3,29.5,43.1,2.69
"December, 1905",36.8,29.8,43.7,3.28
"November, 1905",41.3,32.5,50.1,1.74
"October, 1905",55.6,46.6,64.6,2.99
"September, 1905",65.9,58.1,73.6,4.82
"August, 1905",71.5,64.1,78.9,4.63
"July, 1905",75.1,67.1,83,3.74
"June, 1905",67.9,58.1,77.6,3.19
"May, 1905",59.3,50.1,68.6,1.07
"April, 1905",48.4,39.3,57.4,2.44
"March, 1905",38.2,29.8,46.5,3.5
"February, 1905",22.6,14.4,30.8,2.12
"January, 1905",26.9,20,33.9,4.11
"December, 1904",27.3,20.5,34.2,2.56
"November, 1904",39.1,31.9,46.3,2
"October, 1904",51.2,42,60.5,3.3
"September, 1904",64.3,56,72.5,4.08
"August, 1904",70.3,62.4,78.3,6.7
"July, 1904",72.5,64.3,80.6,4.27
"June, 1904",68.1,58.7,77.4,2.55
"May, 1904",62,51.9,72,2.21
"April, 1904",45.5,36.9,54,3.65
"March, 1904",34.9,27.8,42,3.44
"February, 1904",23.3,14.3,32.3,2.31
"January, 1904",23,16,30,3.01
"December, 1903",29,21.9,36.1,3.31
"November, 1903",40,32,48,1.06
"October, 1903",55.8,48.5,63.1,11.18
"September, 1903",65.2,57,73.5,3.2
"August, 1903",67.5,60.9,74,6.78
"July, 1903",73.7,64.8,82.7,3.79
"June, 1903",62.7,56,69.4,9
"May, 1903",61.9,51.5,72.4,0.4
"April, 1903",49.9,41.2,58.6,3.41
"March, 1903",46.4,38.2,54.6,4.55
"February, 1903",31.8,24.3,39.4,4.37
"January, 1903",29.1,21.8,36.4,3.97
"December, 1902",30.9,24,37.8,6.68
"November, 1902",48.7,40.7,56.7,1.34
"October, 1902",56,48.2,63.7,6.29
"September, 1902",64.4,57.3,71.6,4.68
"August, 1902",70.4,62.3,78.5,3.64
"July, 1902",72.2,64.1,80.2,4.38
"June, 1902",66.9,56.5,77.3,5.91
"May, 1902",59,48.9,69.2,1.85
"April, 1902",48.9,40.7,57.2,3.32
"March, 1902",42.6,34.9,50.2,4.74
"February, 1902",27.3,21.2,33.4,6.15
"January, 1902",28.6,21.5,35.7,2.84
"December, 1901",32.8,25.7,40,7.18
"November, 1901",37.8,31.7,43.8,1.88
"October, 1901",54.3,45.2,63.3,2.32
"September, 1901",66.3,58,74.6,2.67
"August, 1901",73.4,66.6,80.2,7.9
"July, 1901",77,69.3,84.7,6.7
"June, 1901",69.7,59.4,80,1.1
"May, 1901",56.6,48.8,64.4,6.27
"April, 1901",46.6,40.2,53.1,6.97
"March, 1901",37.2,29.9,44.5,5.54
"February, 1901",24.6,18.2,31,0.73
"January, 1901",30.3,23.7,37,1.85
"December, 1900",33.6,26.4,40.8,2.16
"November, 1900",46.4,39,53.6,4.35
"October, 1900",59.4,52.2,66.6,3.64
"September, 1900",69.1,61.2,77,2.46
"August, 1900",75.6,67.1,84,3.52
"July, 1900",75.8,66.5,85.2,4.36
"June, 1900",69.8,60.8,78.9,2.18
"May, 1900",59,48.4,69.6,4.37
"April, 1900",49,39.5,58.4,2.07
"March, 1900",33.1,24.8,41.4,3.74
"February, 1900",30,21.5,38.4,5.88
"January, 1900",30.7,22.7,38.7,4.09
"December, 1899",36.2,28.6,43.8,2.13
"November, 1899",43.4,36.3,50.6,2.13
"October, 1899",56.8,49.4,64.1,2
"September, 1899",64.2,55.5,72.7,5.37
"August, 1899",72.6,65.1,80.2,2.88
"July, 1899",74.3,65.5,83.1,5.02
"June, 1899",72.3,61.7,82.8,2.15
"May, 1899",60.4,50.5,70.2,1.42
"April, 1899",48.1,38.3,57.9,1.76
"March, 1899",36.1,29.9,42.4,6.68
"February, 1899",25.9,19.2,32.7,4.93
"January, 1899",29.5,21.7,37.4,3.95
"December, 1898",32.8,26.6,39,3.15
"November, 1898",42.8,35.7,49.9,6.63
"October, 1898",56.8,49.4,64.2,5.82
"September, 1898",68.8,59.8,77.8,1.64
"August, 1898",74.3,66.9,81.6,4.32
"July, 1898",75,66.7,83.2,4.46
"June, 1898",69.6,60.3,79,1.48
"May, 1898",57,50.2,63.8,7.07
"April, 1898",46.1,38.2,54,3.51
"March, 1898",44,36.5,51.5,3.21
"February, 1898",32.8,25.7,39.9,4.15
"January, 1898",32.5,26.3,38.8,4.28
"December, 1897",35.7,28.9,42.4,4.93
"November, 1897",43.4,36,50.8,4.52
"October, 1897",55.2,46.8,63.5,1.22
"September, 1897",64.8,56.1,73.5,1.84
"August, 1897",71,63.5,78.5,6.32
"July, 1897",74.9,67.5,82.4,12.99
"June, 1897",65.8,56.5,75,2.98
"May, 1897",59.6,50.8,68.3,6.14
"April, 1897",49,39,59,3.08
"March, 1897",39.2,31.7,46.8,2.81
"February, 1897",31.5,24.9,38,2.98
"January, 1897",29.1,22,36.2,2.93
"December, 1896",31.7,24.4,39,1.2
"November, 1896",47.7,39.3,56.2,3.05
"October, 1896",51.5,45,58.1,1.86
"September, 1896",64.8,56.7,73,4.38
"August, 1896",73.6,65.6,81.6,1.64
"July, 1896",74.9,66.9,82.9,5.64
"June, 1896",67.5,58.7,76.3,5.19
"May, 1896",64.3,54.4,74.2,3.12
"April, 1896",51.1,41.8,60.4,1.4
"March, 1896",31.7,23.7,39.6,5.65
"February, 1896",30.6,22.2,39.1,6.96
"January, 1896",27.6,21.2,34.1,1.2
"December, 1895",36.5,28.8,44.2,2.81
"November, 1895",45.3,37.1,53.5,3.65
"October, 1895",49.8,40.2,59.5,3.94
"September, 1895",69.3,59.2,79.3,0.93
"August, 1895",73.7,64.9,82.5,3.39
"July, 1895",70.5,62,79,4.4
"June, 1895",71.3,62.2,80.4,2.59
"May, 1895",60.5,50.5,70.4,2.39
"April, 1895",47.2,38.7,55.6,3.94
"March, 1895",35,27.2,42.7,2.6
"February, 1895",23.5,15,32.1,1.06
"January, 1895",27.9,20.8,35,4.78
Source: National Centers for Environmental Information,,,,
